"phrase_id","target_phoneme","target_word_indexes","target_syllable_indexes","phonetic_variant","text","cmu_phonetics","pronounciation_guide","syllable_parts","stress_category","words","syllabified_words","cmu","gibberish","audio_id","audio_file_url","gender"
"tfbsuujgkt","null","null","null","null","finger","F_IH1_NG|G_ER0","f_i_ng|g_uhr","fin|ger","null","[""finger""]","[""fin|ger""]","[""F_IH1_NG|G_ER0""]","[""f_i_ng|g_uhr""]","Clywpfx344AyqKDP2F2qh","F1/F1-176.mp3","FEMALE"
"tfbsuujgkt","null","null","null","null","finger","F_IH1_NG|G_ER0","f_i_ng|g_uhr","fin|ger","null","[""finger""]","[""fin|ger""]","[""F_IH1_NG|G_ER0""]","[""f_i_ng|g_uhr""]","Clywpfx344AyqKDP2F2qh","F1/F1-176.mp3","FEMALE"
"tfbsuujgkt","null","null","null","null","finger","F_IH1_NG|G_ER0","f_i_ng|g_uhr","fin|ger","null","[""finger""]","[""fin|ger""]","[""F_IH1_NG|G_ER0""]","[""f_i_ng|g_uhr""]","FpCD8F9iEOnF5JnBGHqSG","F2/F2-176.mp3","FEMALE"
"tfbsuujgkt","null","null","null","null","finger","F_IH1_NG|G_ER0","f_i_ng|g_uhr","fin|ger","null","[""finger""]","[""fin|ger""]","[""F_IH1_NG|G_ER0""]","[""f_i_ng|g_uhr""]","FpCD8F9iEOnF5JnBGHqSG","F2/F2-176.mp3","FEMALE"
"tfbsuujgkt","null","null","null","null","finger","F_IH1_NG|G_ER0","f_i_ng|g_uhr","fin|ger","null","[""finger""]","[""fin|ger""]","[""F_IH1_NG|G_ER0""]","[""f_i_ng|g_uhr""]","MjJbqe4sDEvkjSDPiRJ6w","M1/M1-176.mp3","MALE"
"tfbsuujgkt","null","null","null","null","finger","F_IH1_NG|G_ER0","f_i_ng|g_uhr","fin|ger","null","[""finger""]","[""fin|ger""]","[""F_IH1_NG|G_ER0""]","[""f_i_ng|g_uhr""]","MjJbqe4sDEvkjSDPiRJ6w","M1/M1-176.mp3","MALE"
"fesyuvmbgj","null","[2]","null","null","How did *you* go with your exam prep?","HH_AW1 D_IH1_D Y_UW1 G_OW1 W_IH1_DH Y_AO1_R IH0|G_Z_AE1_M P_R_EH1_P","h_au d_i_d y_oo g_ow w_i_th y_aw_r i|g_z_a_m p_r_e_p","How did you go with your ex|am prep","null","[""How"",""did"",""*you*"",""go"",""with"",""your"",""exam"",""prep?""]","[""How"",""did"",""you"",""go"",""with"",""your"",""ex|am"",""prep""]","[""HH_AW1"",""D_IH1_D"",""Y_UW1"",""G_OW1"",""W_IH1_DH"",""Y_AO1_R"",""IH0|G_Z_AE1_M"",""P_R_EH1_P""]","[""h_au"",""d_i_d"",""y_oo"",""g_ow"",""w_i_th"",""y_aw_r"",""i|g_z_a_m"",""p_r_e_p""]","XfeX0JAtv1NQYrlAYZVQs","F1/F1-17.mp3","FEMALE"
"fesyuvmbgj","null","[2]","null","null","How did *you* go with your exam prep?","HH_AW1 D_IH1_D Y_UW1 G_OW1 W_IH1_DH Y_AO1_R IH0|G_Z_AE1_M P_R_EH1_P","h_au d_i_d y_oo g_ow w_i_th y_aw_r i|g_z_a_m p_r_e_p","How did you go with your ex|am prep","null","[""How"",""did"",""*you*"",""go"",""with"",""your"",""exam"",""prep?""]","[""How"",""did"",""you"",""go"",""with"",""your"",""ex|am"",""prep""]","[""HH_AW1"",""D_IH1_D"",""Y_UW1"",""G_OW1"",""W_IH1_DH"",""Y_AO1_R"",""IH0|G_Z_AE1_M"",""P_R_EH1_P""]","[""h_au"",""d_i_d"",""y_oo"",""g_ow"",""w_i_th"",""y_aw_r"",""i|g_z_a_m"",""p_r_e_p""]","eHFfPjanFhIF8b9NlGjiN","F2/F2-17.mp3","FEMALE"
"wtccnqgfwe","null","[5]","null","null","Is our classroom on the *second* floor?","IH1_Z AW1_R K_L_AE1|S_R_UW2_M AA1_N DH_AH0 S_EH1|K_AH0_N_D F_L_AO1_R","i_z au_r k_l_a|s_r_oo_m o_n th_uh s_e|k_uh_n_d f_l_aw_r","Is our class|room on the sec|ond floor","null","[""Is"",""our"",""classroom"",""on"",""the"",""*second*"",""floor?""]","[""Is"",""our"",""class|room"",""on"",""the"",""sec|ond"",""floor""]","[""IH1_Z"",""AW1_R"",""K_L_AE1|S_R_UW2_M"",""AA1_N"",""DH_AH0"",""S_EH1|K_AH0_N_D"",""F_L_AO1_R""]","[""i_z"",""au_r"",""k_l_a|s_r_oo_m"",""o_n"",""th_uh"",""s_e|k_uh_n_d"",""f_l_aw_r""]","HgCmpxgWctBXR8fzIjPHM","F1/F1-19.mp3","FEMALE"
"wtccnqgfwe","null","[5]","null","null","Is our classroom on the *second* floor?","IH1_Z AW1_R K_L_AE1|S_R_UW2_M AA1_N DH_AH0 S_EH1|K_AH0_N_D F_L_AO1_R","i_z au_r k_l_a|s_r_oo_m o_n th_uh s_e|k_uh_n_d f_l_aw_r","Is our class|room on the sec|ond floor","null","[""Is"",""our"",""classroom"",""on"",""the"",""*second*"",""floor?""]","[""Is"",""our"",""class|room"",""on"",""the"",""sec|ond"",""floor""]","[""IH1_Z"",""AW1_R"",""K_L_AE1|S_R_UW2_M"",""AA1_N"",""DH_AH0"",""S_EH1|K_AH0_N_D"",""F_L_AO1_R""]","[""i_z"",""au_r"",""k_l_a|s_r_oo_m"",""o_n"",""th_uh"",""s_e|k_uh_n_d"",""f_l_aw_r""]","txvXNVt3Emu8FtcOIZpoN","F2/F2-19.mp3","FEMALE"
"qcruhuneav","null","[5]","null","null","Can you turn your camera *on* during the lecture?","K_AE1_N Y_UW1 T_ER1_N Y_AO1_R K_AE1|M_ER0|AH0 AA1_N D_UH1|R_IH0_NG DH_AH0 L_EH1|K_CH_ER0","k_a_n y_oo t_uhr_n y_aw_r k_a|m_uhr|uh o_n d_u|r_i_ng th_uh l_e|k_ch_uhr","Can you turn your cam|er|a on dur|ing the lec|ture","null","[""Can"",""you"",""turn"",""your"",""camera"",""*on*"",""during"",""the"",""lecture?""]","[""Can"",""you"",""turn"",""your"",""cam|er|a"",""on"",""dur|ing"",""the"",""lec|ture""]","[""K_AE1_N"",""Y_UW1"",""T_ER1_N"",""Y_AO1_R"",""K_AE1|M_ER0|AH0"",""AA1_N"",""D_UH1|R_IH0_NG"",""DH_AH0"",""L_EH1|K_CH_ER0""]","[""k_a_n"",""y_oo"",""t_uhr_n"",""y_aw_r"",""k_a|m_uhr|uh"",""o_n"",""d_u|r_i_ng"",""th_uh"",""l_e|k_ch_uhr""]","lSUm66OxTyZfE4BgZT37p","F1/F1-21.mp3","FEMALE"
"qcruhuneav","null","[5]","null","null","Can you turn your camera *on* during the lecture?","K_AE1_N Y_UW1 T_ER1_N Y_AO1_R K_AE1|M_ER0|AH0 AA1_N D_UH1|R_IH0_NG DH_AH0 L_EH1|K_CH_ER0","k_a_n y_oo t_uhr_n y_aw_r k_a|m_uhr|uh o_n d_u|r_i_ng th_uh l_e|k_ch_uhr","Can you turn your cam|er|a on dur|ing the lec|ture","null","[""Can"",""you"",""turn"",""your"",""camera"",""*on*"",""during"",""the"",""lecture?""]","[""Can"",""you"",""turn"",""your"",""cam|er|a"",""on"",""dur|ing"",""the"",""lec|ture""]","[""K_AE1_N"",""Y_UW1"",""T_ER1_N"",""Y_AO1_R"",""K_AE1|M_ER0|AH0"",""AA1_N"",""D_UH1|R_IH0_NG"",""DH_AH0"",""L_EH1|K_CH_ER0""]","[""k_a_n"",""y_oo"",""t_uhr_n"",""y_aw_r"",""k_a|m_uhr|uh"",""o_n"",""d_u|r_i_ng"",""th_uh"",""l_e|k_ch_uhr""]","UEelypYNrL-ZHcJsp0see","F2/F2-21.mp3","FEMALE"
"xuvmrcakgt","null","[6]","null","null","Let's do a quick round of *introductions*.","L_EH1_T_S D_UW1 AH0 K_W_IH1_K R_AW1_N_D AH1_V IH2_N|T_R_AH0|D_AH1|K_SH_AH0_N_Z","l_e_t_s d_oo uh k_w_i_k r_au_n_d uh_v i_n|t_r_uh|d_uh|k_sh_uh_n_z","Let's do a quick round of in|tro|duc|tions","null","[""Let's"",""do"",""a"",""quick"",""round"",""of"",""*introductions*.""]","[""Let's"",""do"",""a"",""quick"",""round"",""of"",""in|tro|duc|tions""]","[""L_EH1_T_S"",""D_UW1"",""AH0"",""K_W_IH1_K"",""R_AW1_N_D"",""AH1_V"",""IH2_N|T_R_AH0|D_AH1|K_SH_AH0_N_Z""]","[""l_e_t_s"",""d_oo"",""uh"",""k_w_i_k"",""r_au_n_d"",""uh_v"",""i_n|t_r_uh|d_uh|k_sh_uh_n_z""]","d2l1nQgN7Z9s0s7iM1lzb","F1/F1-23.mp3","FEMALE"
"xuvmrcakgt","null","[6]","null","null","Let's do a quick round of *introductions*.","L_EH1_T_S D_UW1 AH0 K_W_IH1_K R_AW1_N_D AH1_V IH2_N|T_R_AH0|D_AH1|K_SH_AH0_N_Z","l_e_t_s d_oo uh k_w_i_k r_au_n_d uh_v i_n|t_r_uh|d_uh|k_sh_uh_n_z","Let's do a quick round of in|tro|duc|tions","null","[""Let's"",""do"",""a"",""quick"",""round"",""of"",""*introductions*.""]","[""Let's"",""do"",""a"",""quick"",""round"",""of"",""in|tro|duc|tions""]","[""L_EH1_T_S"",""D_UW1"",""AH0"",""K_W_IH1_K"",""R_AW1_N_D"",""AH1_V"",""IH2_N|T_R_AH0|D_AH1|K_SH_AH0_N_Z""]","[""l_e_t_s"",""d_oo"",""uh"",""k_w_i_k"",""r_au_n_d"",""uh_v"",""i_n|t_r_uh|d_uh|k_sh_uh_n_z""]","NovYia-b4KQpP3n-654g3","F2/F2-23.mp3","FEMALE"
"fkngcwxhku","null","null","null","null","What's up?","W_AH1_T_S AH1_P","w_uh_t_s uh_p","What's up","null","[""What's"",""up?""]","[""What's"",""up""]","[""W_AH1_T_S"",""AH1_P""]","[""w_uh_t_s"",""uh_p""]","CAXeKxDaUDNM9vTOnFp2P","F1/F1-27.mp3","FEMALE"
"fkngcwxhku","null","null","null","null","What's up?","W_AH1_T_S AH1_P","w_uh_t_s uh_p","What's up","null","[""What's"",""up?""]","[""What's"",""up""]","[""W_AH1_T_S"",""AH1_P""]","[""w_uh_t_s"",""uh_p""]","EFkFJprJzsYuFVoKEpaYU","F2/F2-27.mp3","FEMALE"
"nskryurvhm","null","[3]","null","null","I'll have some *tea*, thanks.","AY1_L HH_AE1_V S_AH1_M T_IY1 TH_AE1_NG_K_S","ay_l h_a_v s_uh_m t_ee th_a_ng_k_s","I'll have some tea, thanks.","HIGHLIGHT","[""I'll"",""have"",""some"",""*tea*,"",""thanks.""]","[""I'll"",""have"",""some"",""tea,"",""thanks.""]","[""AY1_L"",""HH_AE1_V"",""S_AH1_M"",""T_IY1"",""TH_AE1_NG_K_S""]","[""ay_l"",""h_a_v"",""s_uh_m"",""t_ee"",""th_a_ng_k_s""]","TVX9W","M1/M1_ill-have-tea-thanks.mp3","MALE"
"gwrnbjmtat","null","null","null","null","Hey Alex, it's me, Julia!","HH_EY1 AE1|L_AH0_K_S IH1_T_S M_IY1 JH_UW1_L|Y_AH0","h_ey a|l_uh_k_s i_t_s m_ee dj_oo_l|y_uh","Hey Al|ex it's me Jul|ia","null","[""Hey"",""Alex,"",""it's"",""me,"",""Julia!""]","[""Hey"",""Al|ex"",""it's"",""me"",""Jul|ia""]","[""HH_EY1"",""AE1|L_AH0_K_S"",""IH1_T_S"",""M_IY1"",""JH_UW1_L|Y_AH0""]","[""h_ey"",""a|l_uh_k_s"",""i_t_s"",""m_ee"",""dj_oo_l|y_uh""]","c5bSKuKR98iupOD7gPqBv","F1/F1-43.mp3","FEMALE"
"gwrnbjmtat","null","null","null","null","Hey Alex, it's me, Julia!","HH_EY1 AE1|L_AH0_K_S IH1_T_S M_IY1 JH_UW1_L|Y_AH0","h_ey a|l_uh_k_s i_t_s m_ee dj_oo_l|y_uh","Hey Al|ex it's me Jul|ia","null","[""Hey"",""Alex,"",""it's"",""me,"",""Julia!""]","[""Hey"",""Al|ex"",""it's"",""me"",""Jul|ia""]","[""HH_EY1"",""AE1|L_AH0_K_S"",""IH1_T_S"",""M_IY1"",""JH_UW1_L|Y_AH0""]","[""h_ey"",""a|l_uh_k_s"",""i_t_s"",""m_ee"",""dj_oo_l|y_uh""]","mDxwo1YSlvPUeYKKwPXEe","F2/F2-43.mp3","FEMALE"
"rrsfrsvtge","null","[2]","null","null","I'm studying *film* at UCLA.","AY1_M S_T_AH1|D_IY0|IH0_NG F_IH1_L_M AE1_T Y_UW1|S_IY1|EH1_L|EY1","ay_m s_t_uh|d_ee|i_ng f_i_l_m a_t y_oo|s_ee|e_l|ey","I'm stud|y|ing film at U|C|L|A","null","[""I'm"",""studying"",""*film*"",""at"",""UCLA.""]","[""I'm"",""stud|y|ing"",""film"",""at"",""U|C|L|A""]","[""AY1_M"",""S_T_AH1|D_IY0|IH0_NG"",""F_IH1_L_M"",""AE1_T"",""Y_UW1|S_IY1|EH1_L|EY1""]","[""ay_m"",""s_t_uh|d_ee|i_ng"",""f_i_l_m"",""a_t"",""y_oo|s_ee|e_l|ey""]","_wkhXkWsC9W1LqPwYgDqv","F1/F1-47.mp3","FEMALE"
"rrsfrsvtge","null","[2]","null","null","I'm studying *film* at UCLA.","AY1_M S_T_AH1|D_IY0|IH0_NG F_IH1_L_M AE1_T Y_UW1|S_IY1|EH1_L|EY1","ay_m s_t_uh|d_ee|i_ng f_i_l_m a_t y_oo|s_ee|e_l|ey","I'm stud|y|ing film at U|C|L|A","null","[""I'm"",""studying"",""*film*"",""at"",""UCLA.""]","[""I'm"",""stud|y|ing"",""film"",""at"",""U|C|L|A""]","[""AY1_M"",""S_T_AH1|D_IY0|IH0_NG"",""F_IH1_L_M"",""AE1_T"",""Y_UW1|S_IY1|EH1_L|EY1""]","[""ay_m"",""s_t_uh|d_ee|i_ng"",""f_i_l_m"",""a_t"",""y_oo|s_ee|e_l|ey""]","bX2AGqno9nEtO9zheIUfs","F2/F2-47.mp3","FEMALE"
"atvxmrfccw","null","[5]","null","null","She's great, she opened a *café* near the beach.","SH_IY1_Z G_R_EY1_T SH_IY1 OW1|P_AH0_N_D AH0 K_AH0|F_EY1 N_IH1_R DH_AH0 B_IY1_CH","sh_ee_z g_r_ey_t sh_ee ow|p_uh_n_d uh k_uh|f_ey n_i_r th_uh b_ee_ch","She's great she o|pened a ca|fé near the beach","null","[""She's"",""great,"",""she"",""opened"",""a"",""*café*"",""near"",""the"",""beach.""]","[""She's"",""great"",""she"",""o|pened"",""a"",""ca|fé"",""near"",""the"",""beach""]","[""SH_IY1_Z"",""G_R_EY1_T"",""SH_IY1"",""OW1|P_AH0_N_D"",""AH0"",""K_AH0|F_EY1"",""N_IH1_R"",""DH_AH0"",""B_IY1_CH""]","[""sh_ee_z"",""g_r_ey_t"",""sh_ee"",""ow|p_uh_n_d"",""uh"",""k_uh|f_ey"",""n_i_r"",""th_uh"",""b_ee_ch""]","04GiCPtaGDmvpTWOIkv3C","F1/F1-49.mp3","FEMALE"
"atvxmrfccw","null","[5]","null","null","She's great, she opened a *café* near the beach.","SH_IY1_Z G_R_EY1_T SH_IY1 OW1|P_AH0_N_D AH0 K_AH0|F_EY1 N_IH1_R DH_AH0 B_IY1_CH","sh_ee_z g_r_ey_t sh_ee ow|p_uh_n_d uh k_uh|f_ey n_i_r th_uh b_ee_ch","She's great she o|pened a ca|fé near the beach","null","[""She's"",""great,"",""she"",""opened"",""a"",""*café*"",""near"",""the"",""beach.""]","[""She's"",""great"",""she"",""o|pened"",""a"",""ca|fé"",""near"",""the"",""beach""]","[""SH_IY1_Z"",""G_R_EY1_T"",""SH_IY1"",""OW1|P_AH0_N_D"",""AH0"",""K_AH0|F_EY1"",""N_IH1_R"",""DH_AH0"",""B_IY1_CH""]","[""sh_ee_z"",""g_r_ey_t"",""sh_ee"",""ow|p_uh_n_d"",""uh"",""k_uh|f_ey"",""n_i_r"",""th_uh"",""b_ee_ch""]","wQiotmqovmd6kAIJYOt4M","F2/F2-49.mp3","FEMALE"
"gstbvrtyfg","null","[6]","null","null","I know, right! And what have *you* been up to?","AY1 N_OW1 R_AY1_T AH0_N_D W_AH1_T HH_AE1_V Y_UW1 B_IH1_N AH1_P T_UW1","ay n_ow r_ay_t uh_n_d w_uh_t h_a_v y_oo b_i_n uh_p t_oo","I know right And what have you been up to","null","[""I"",""know,"",""right!"",""And"",""what"",""have"",""*you*"",""been"",""up"",""to?""]","[""I"",""know"",""right"",""And"",""what"",""have"",""you"",""been"",""up"",""to""]","[""AY1"",""N_OW1"",""R_AY1_T"",""AH0_N_D"",""W_AH1_T"",""HH_AE1_V"",""Y_UW1"",""B_IH1_N"",""AH1_P"",""T_UW1""]","[""ay"",""n_ow"",""r_ay_t"",""uh_n_d"",""w_uh_t"",""h_a_v"",""y_oo"",""b_i_n"",""uh_p"",""t_oo""]","QdsIVpJBOGZ7L6Vr07q74","F1/F1-51.mp3","FEMALE"
"gstbvrtyfg","null","[6]","null","null","I know, right! And what have *you* been up to?","AY1 N_OW1 R_AY1_T AH0_N_D W_AH1_T HH_AE1_V Y_UW1 B_IH1_N AH1_P T_UW1","ay n_ow r_ay_t uh_n_d w_uh_t h_a_v y_oo b_i_n uh_p t_oo","I know right And what have you been up to","null","[""I"",""know,"",""right!"",""And"",""what"",""have"",""*you*"",""been"",""up"",""to?""]","[""I"",""know"",""right"",""And"",""what"",""have"",""you"",""been"",""up"",""to""]","[""AY1"",""N_OW1"",""R_AY1_T"",""AH0_N_D"",""W_AH1_T"",""HH_AE1_V"",""Y_UW1"",""B_IH1_N"",""AH1_P"",""T_UW1""]","[""ay"",""n_ow"",""r_ay_t"",""uh_n_d"",""w_uh_t"",""h_a_v"",""y_oo"",""b_i_n"",""uh_p"",""t_oo""]","0I_p_9_a2SgAsKOZsbOdr","F2/F2-51.mp3","FEMALE"
"mqsuqjysbt","null","[4]","null","null","Small world! What are *you* studying?","S_M_AO1_L W_ER1_L_D W_AH1_T AA1_R Y_UW1 S_T_AH1|D_IY0|IH0_NG","s_m_aw_l w_uhr_l_d w_uh_t o_r y_oo s_t_uh|d_ee|i_ng","Small world What are you stud|y|ing","null","[""Small"",""world!"",""What"",""are"",""*you*"",""studying?""]","[""Small"",""world"",""What"",""are"",""you"",""stud|y|ing""]","[""S_M_AO1_L"",""W_ER1_L_D"",""W_AH1_T"",""AA1_R"",""Y_UW1"",""S_T_AH1|D_IY0|IH0_NG""]","[""s_m_aw_l"",""w_uhr_l_d"",""w_uh_t"",""o_r"",""y_oo"",""s_t_uh|d_ee|i_ng""]","uVk-rTtz0zGJm5_LPc_vr","F1/F1-53.mp3","FEMALE"
"mqsuqjysbt","null","[4]","null","null","Small world! What are *you* studying?","S_M_AO1_L W_ER1_L_D W_AH1_T AA1_R Y_UW1 S_T_AH1|D_IY0|IH0_NG","s_m_aw_l w_uhr_l_d w_uh_t o_r y_oo s_t_uh|d_ee|i_ng","Small world What are you stud|y|ing","null","[""Small"",""world!"",""What"",""are"",""*you*"",""studying?""]","[""Small"",""world"",""What"",""are"",""you"",""stud|y|ing""]","[""S_M_AO1_L"",""W_ER1_L_D"",""W_AH1_T"",""AA1_R"",""Y_UW1"",""S_T_AH1|D_IY0|IH0_NG""]","[""s_m_aw_l"",""w_uhr_l_d"",""w_uh_t"",""o_r"",""y_oo"",""s_t_uh|d_ee|i_ng""]","9z9ikgmWJbvTsXql8hT3f","F2/F2-53.mp3","FEMALE"
"wjmgtbmxqb","null","null","null","null","attention","AH0|T_EH1_N|SH_AH0_N","uh|t_e_n|sh_uh_n","at|ten|tion","null","[""attention""]","[""at|ten|tion""]","[""AH0|T_EH1_N|SH_AH0_N""]","[""uh|t_e_n|sh_uh_n""]","-dzfT87lvi4YZQyaXdEZi","F1/F1-131.mp3","FEMALE"
"wjmgtbmxqb","null","null","null","null","attention","AH0|T_EH1_N|SH_AH0_N","uh|t_e_n|sh_uh_n","at|ten|tion","null","[""attention""]","[""at|ten|tion""]","[""AH0|T_EH1_N|SH_AH0_N""]","[""uh|t_e_n|sh_uh_n""]","KhZvKm64DPMRH8YcuKtzo","F2/F2-131.mp3","FEMALE"
"wjmgtbmxqb","null","null","null","null","attention","AH0|T_EH1_N|SH_AH0_N","uh|t_e_n|sh_uh_n","at|ten|tion","null","[""attention""]","[""at|ten|tion""]","[""AH0|T_EH1_N|SH_AH0_N""]","[""uh|t_e_n|sh_uh_n""]","c1oixklYe8E2_Ax5DrdpO","M1/M1-131.mp3","MALE"
"czeuyvcxec","null","null","null","null","Great. Well, I'll see you around, then!","G_R_EY1_T W_EH1_L AY1_L S_IY1 Y_UW1 ER0|AW1_N_D DH_EH1_N","g_r_ey_t w_e_l ay_l s_ee y_oo uhr|au_n_d th_e_n","Great Well I'll see you a|round then","null","[""Great."",""Well,"",""I'll"",""see"",""you"",""around,"",""then!""]","[""Great"",""Well"",""I'll"",""see"",""you"",""a|round"",""then""]","[""G_R_EY1_T"",""W_EH1_L"",""AY1_L"",""S_IY1"",""Y_UW1"",""ER0|AW1_N_D"",""DH_EH1_N""]","[""g_r_ey_t"",""w_e_l"",""ay_l"",""s_ee"",""y_oo"",""uhr|au_n_d"",""th_e_n""]","bkV7aAUr2PNhKWcJ7B7Tp","F1/F1-55.mp3","FEMALE"
"czeuyvcxec","null","null","null","null","Great. Well, I'll see you around, then!","G_R_EY1_T W_EH1_L AY1_L S_IY1 Y_UW1 ER0|AW1_N_D DH_EH1_N","g_r_ey_t w_e_l ay_l s_ee y_oo uhr|au_n_d th_e_n","Great Well I'll see you a|round then","null","[""Great."",""Well,"",""I'll"",""see"",""you"",""around,"",""then!""]","[""Great"",""Well"",""I'll"",""see"",""you"",""a|round"",""then""]","[""G_R_EY1_T"",""W_EH1_L"",""AY1_L"",""S_IY1"",""Y_UW1"",""ER0|AW1_N_D"",""DH_EH1_N""]","[""g_r_ey_t"",""w_e_l"",""ay_l"",""s_ee"",""y_oo"",""uhr|au_n_d"",""th_e_n""]","hheYyjLHSYHwqU1MFk4DG","F2/F2-55.mp3","FEMALE"
"kxrqherfwj","null","[3]","null","null","Go three blocks *that* way, and then turn *right*.","G_OW1 TH_R_IY1 B_L_AA1_K_S DH_AE1_T W_EY1 AH0_N_D DH_EH1_N T_ER1_N R_AY1_T","g_ow th_r_ee b_l_o_k_s th_a_t w_ey uh_n_d th_e_n t_uhr_n r_ay_t","Go three blocks that way and then turn right","null","[""Go"",""three"",""blocks"",""*that*"",""way,"",""and"",""then"",""turn"",""*right*.""]","[""Go"",""three"",""blocks"",""that"",""way"",""and"",""then"",""turn"",""right""]","[""G_OW1"",""TH_R_IY1"",""B_L_AA1_K_S"",""DH_AE1_T"",""W_EY1"",""AH0_N_D"",""DH_EH1_N"",""T_ER1_N"",""R_AY1_T""]","[""g_ow"",""th_r_ee"",""b_l_o_k_s"",""th_a_t"",""w_ey"",""uh_n_d"",""th_e_n"",""t_uhr_n"",""r_ay_t""]","DJmSTHgwSgJ9FSUrDLKuP","F1/F1-65.mp3","FEMALE"
"kxrqherfwj","null","[3]","null","null","Go three blocks *that* way, and then turn *right*.","G_OW1 TH_R_IY1 B_L_AA1_K_S DH_AE1_T W_EY1 AH0_N_D DH_EH1_N T_ER1_N R_AY1_T","g_ow th_r_ee b_l_o_k_s th_a_t w_ey uh_n_d th_e_n t_uhr_n r_ay_t","Go three blocks that way and then turn right","null","[""Go"",""three"",""blocks"",""*that*"",""way,"",""and"",""then"",""turn"",""*right*.""]","[""Go"",""three"",""blocks"",""that"",""way"",""and"",""then"",""turn"",""right""]","[""G_OW1"",""TH_R_IY1"",""B_L_AA1_K_S"",""DH_AE1_T"",""W_EY1"",""AH0_N_D"",""DH_EH1_N"",""T_ER1_N"",""R_AY1_T""]","[""g_ow"",""th_r_ee"",""b_l_o_k_s"",""th_a_t"",""w_ey"",""uh_n_d"",""th_e_n"",""t_uhr_n"",""r_ay_t""]","kuJo2DVbIToSJjV7dBhde","F2/F2-65.mp3","FEMALE"
"kmfwtybqxe","null","null","null","null","How did your exam go?","HH_AW1 D_IH1_D Y_AO1_R IH0|G_Z_AE1_M G_OW1","h_au d_i_d y_aw_r i|g_z_a_m g_ow","How did your ex|am go","null","[""How"",""did"",""your"",""exam"",""go?""]","[""How"",""did"",""your"",""ex|am"",""go""]","[""HH_AW1"",""D_IH1_D"",""Y_AO1_R"",""IH0|G_Z_AE1_M"",""G_OW1""]","[""h_au"",""d_i_d"",""y_aw_r"",""i|g_z_a_m"",""g_ow""]","mNmuPPbCzVBqacYeLUhOJ","F1/F1-67.mp3","FEMALE"
"kmfwtybqxe","null","null","null","null","How did your exam go?","HH_AW1 D_IH1_D Y_AO1_R IH0|G_Z_AE1_M G_OW1","h_au d_i_d y_aw_r i|g_z_a_m g_ow","How did your ex|am go","null","[""How"",""did"",""your"",""exam"",""go?""]","[""How"",""did"",""your"",""ex|am"",""go""]","[""HH_AW1"",""D_IH1_D"",""Y_AO1_R"",""IH0|G_Z_AE1_M"",""G_OW1""]","[""h_au"",""d_i_d"",""y_aw_r"",""i|g_z_a_m"",""g_ow""]","ofmO5n6o4sVUsWL0pmjZh","F2/F2-67.mp3","FEMALE"
"vgtrveemfk","null","null","null","null","I'm pretty sure I can run faster than you.","AY1_M P_R_IH1|T_IY0 SH_UH1_R AY1 K_AE1_N R_AH1_N F_AE1_S|T_ER0 DH_AE1_N Y_UW1","ay_m p_r_i|t_ee sh_u_r ay k_a_n r_uh_n f_a_s|t_uhr th_a_n y_oo","I'm pret|ty sure I can run fas|ter than you","null","[""I'm"",""pretty"",""sure"",""I"",""can"",""run"",""faster"",""than"",""you.""]","[""I'm"",""pret|ty"",""sure"",""I"",""can"",""run"",""fas|ter"",""than"",""you""]","[""AY1_M"",""P_R_IH1|T_IY0"",""SH_UH1_R"",""AY1"",""K_AE1_N"",""R_AH1_N"",""F_AE1_S|T_ER0"",""DH_AE1_N"",""Y_UW1""]","[""ay_m"",""p_r_i|t_ee"",""sh_u_r"",""ay"",""k_a_n"",""r_uh_n"",""f_a_s|t_uhr"",""th_a_n"",""y_oo""]","8H6iKsQ12F-B9NMTgQ4wk","F1/F1-69.mp3","FEMALE"
"vgtrveemfk","null","null","null","null","I'm pretty sure I can run faster than you.","AY1_M P_R_IH1|T_IY0 SH_UH1_R AY1 K_AE1_N R_AH1_N F_AE1_S|T_ER0 DH_AE1_N Y_UW1","ay_m p_r_i|t_ee sh_u_r ay k_a_n r_uh_n f_a_s|t_uhr th_a_n y_oo","I'm pret|ty sure I can run fas|ter than you","null","[""I'm"",""pretty"",""sure"",""I"",""can"",""run"",""faster"",""than"",""you.""]","[""I'm"",""pret|ty"",""sure"",""I"",""can"",""run"",""fas|ter"",""than"",""you""]","[""AY1_M"",""P_R_IH1|T_IY0"",""SH_UH1_R"",""AY1"",""K_AE1_N"",""R_AH1_N"",""F_AE1_S|T_ER0"",""DH_AE1_N"",""Y_UW1""]","[""ay_m"",""p_r_i|t_ee"",""sh_u_r"",""ay"",""k_a_n"",""r_uh_n"",""f_a_s|t_uhr"",""th_a_n"",""y_oo""]","fciwtnY7hsXFgDlIhwGA_","F2/F2-69.mp3","FEMALE"
"vvqkmgfnsy","null","[0]","[2]","null","anymore","EH2|N_IY0|M_AO1_R","e|n_ee|m_aw_r","an|y|more","null","[""anymore""]","[""an|y|more""]","[""EH2|N_IY0|M_AO1_R""]","[""e|n_ee|m_aw_r""]","wEDU_EiFeLKIYD03U_lnC","F1/F1-71.mp3","FEMALE"
